"*Beginning for the 2015-16 season, reports from public health and clinical laboratories are presented separately in the weekly influenza update, FluView. Data from clinical laboratories include the weekly total number of specimens tested, the number of positive influenza test, and the percent positive by influenza type."
REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,TOTAL A,TOTAL B,PERCENT POSITIVE,PERCENT A,PERCENT B
States,California,2016,10,2055,199,201,19.46,9.68,9.78
States,Colorado,2016,10,1014,159,27,18.34,15.68,2.66
States,Connecticut,2016,10,863,188,42,26.65,21.78,4.87
States,Delaware,2016,10,379,139,11,39.58,36.68,2.9
States,District of Columbia,2016,10,X,X,X,X,X,X
States,Florida,2016,10,X,X,X,X,X,X
States,Georgia,2016,10,1341,257,50,22.89,19.16,3.73
States,Hawaii,2016,10,282,40,10,17.73,14.18,3.55
States,Idaho,2016,10,46,13,1,30.43,28.26,2.17
States,Illinois,2016,10,925,162,35,21.3,17.51,3.78
States,Indiana,2016,10,324,60,2,19.14,18.52,0.62
States,Iowa,2016,10,205,23,2,12.2,11.22,0.98
States,Kansas,2016,10,309,53,17,22.65,17.15,5.5
States,Kentucky,2016,10,401,52,25,19.2,12.97,6.23
States,Louisiana,2016,10,X,X,X,X,X,X
States,Maine,2016,10,118,21,8,24.58,17.8,6.78
States,Maryland,2016,10,46,9,0,19.57,19.57,0
States,Massachusetts,2016,10,959,275,39,32.74,28.68,4.07
States,Michigan,2016,10,1807,386,59,24.63,21.36,3.27
States,Minnesota,2016,10,782,156,23,22.89,19.95,2.94
States,Mississippi,2016,10,261,25,3,10.73,9.58,1.15
States,Missouri,2016,10,258,13,5,6.98,5.04,1.94
States,Montana,2016,10,236,46,24,29.66,19.49,10.17
States,Nebraska,2016,10,170,29,2,18.24,17.06,1.18
States,Nevada,2016,10,35,5,1,17.14,14.29,2.86
States,New Hampshire,2016,10,X,X,X,X,X,X
States,New Jersey,2016,10,X,X,X,X,X,X
States,New Mexico,2016,10,1074,176,92,24.95,16.39,8.57
States,New York,2016,10,3440,845,154,29.04,24.56,4.48
States,North Carolina,2016,10,358,71,14,23.74,19.83,3.91
States,North Dakota,2016,10,101,14,3,16.83,13.86,2.97
States,Ohio,2016,10,1737,361,88,25.85,20.78,5.07
States,Oklahoma,2016,10,247,12,21,13.36,4.86,8.5
States,Oregon,2016,10,627,56,88,22.97,8.93,14.04
States,Pennsylvania,2016,10,1176,231,58,24.57,19.64,4.93
States,Rhode Island,2016,10,X,X,X,X,X,X
States,South Carolina,2016,10,643,123,24,22.86,19.13,3.73
States,South Dakota,2016,10,325,45,15,18.46,13.85,4.62
States,Tennessee,2016,10,390,48,25,18.72,12.31,6.41
States,Texas,2016,10,2232,243,237,21.51,10.89,10.62
States,Utah,2016,10,1210,162,121,23.39,13.39,10
States,Vermont,2016,10,362,38,5,11.88,10.5,1.38
States,Virginia,2016,10,358,99,37,37.99,27.65,10.34
States,Washington,2016,10,592,63,60,20.78,10.64,10.14
States,West Virginia,2016,10,589,56,26,13.92,9.51,4.41
States,Wisconsin,2016,10,2590,710,52,29.42,27.41,2.01
States,Wyoming,2016,10,67,16,3,28.36,23.88,4.48
States,Puerto Rico,2016,10,0,0,0,0,0,0
States,Virgin Islands,2016,10,X,X,X,X,X,X
States,New York City,2016,10,X,X,X,X,X,X
States,Alabama,2016,11,390,34,4,9.74,8.72,1.03
States,Alaska,2016,11,41,20,0,48.78,48.78,0
States,Arizona,2016,11,126,11,7,14.29,8.73,5.56
States,Arkansas,2016,11,87,2,14,18.39,2.3,16.09
States,California,2016,11,2102,121,165,13.61,5.76,7.85
States,Colorado,2016,11,1069,160,31,17.87,14.97,2.9
States,Connecticut,2016,11,815,142,42,22.58,17.42,5.15
States,Delaware,2016,11,376,92,17,28.99,24.47,4.52
States,District of Columbia,2016,11,X,X,X,X,X,X
States,Florida,2016,11,X,X,X,X,X,X
States,Georgia,2016,11,1169,185,53,20.36,15.83,4.53
States,Hawaii,2016,11,306,44,5,16.01,14.38,1.63
States,Idaho,2016,11,33,8,2,30.3,24.24,6.06
States,Illinois,2016,11,754,90,19,14.46,11.94,2.52
States,Indiana,2016,11,259,30,4,13.13,11.58,1.54
States,Iowa,2016,11,195,17,2,9.74,8.72,1.03
States,Kansas,2016,11,280,24,7,11.07,8.57,2.5
States,Kentucky,2016,11,439,51,35,19.59,11.62,7.97
States,Louisiana,2016,11,X,X,X,X,X,X
States,Maine,2016,11,140,19,9,20,13.57,6.43
States,Maryland,2016,11,23,1,3,17.39,4.35,13.04
States,Massachusetts,2016,11,1045,232,47,26.7,22.2,4.5
States,Michigan,2016,11,1493,241,67,20.63,16.14,4.49
States,Minnesota,2016,11,724,112,25,18.92,15.47,3.45
States,Mississippi,2016,11,251,33,1,13.55,13.15,0.4
States,Missouri,2016,11,189,9,5,7.41,4.76,2.65
States,Montana,2016,11,249,26,28,21.69,10.44,11.24
States,Nebraska,2016,11,146,18,2,13.7,12.33,1.37
States,Nevada,2016,11,39,5,2,17.95,12.82,5.13
States,New Hampshire,2016,11,32,6,5,34.38,18.75,15.63
States,New Jersey,2016,11,X,X,X,X,X,X
States,New Mexico,2016,11,1047,148,101,23.78,14.14,9.65
States,New York,2016,11,3311,748,177,27.94,22.59,5.35
States,North Carolina,2016,11,316,39,12,16.14,12.34,3.8
States,North Dakota,2016,11,86,13,3,18.6,15.12,3.49
States,Ohio,2016,11,1730,284,102,22.31,16.42,5.9
States,Oklahoma,2016,11,221,10,10,9.05,4.52,4.52
States,Oregon,2016,11,622,67,70,22.03,10.77,11.25
States,Pennsylvania,2016,11,1250,209,72,22.48,16.72,5.76
States,Rhode Island,2016,11,X,X,X,X,X,X
States,South Carolina,2016,11,507,70,21,17.95,13.81,4.14
States,South Dakota,2016,11,303,38,12,16.5,12.54,3.96
States,Tennessee,2016,11,310,27,12,12.58,8.71,3.87
States,Texas,2016,11,2121,210,173,18.06,9.9,8.16
States,Utah,2016,11,1075,156,68,20.84,14.51,6.33
States,Vermont,2016,11,330,35,7,12.73,10.61,2.12
States,Virginia,2016,11,333,61,22,24.92,18.32,6.61
States,Washington,2016,11,582,63,48,19.07,10.82,8.25
States,West Virginia,2016,11,689,58,32,13.06,8.42,4.64
States,Wisconsin,2016,11,2196,444,34,21.77,20.22,1.55
States,Wyoming,2016,11,74,21,1,29.73,28.38,1.35
States,Puerto Rico,2016,11,0,0,0,0,0,0
States,Virgin Islands,2016,11,X,X,X,X,X,X
States,New York City,2016,11,X,X,X,X,X,X
States,Alabama,2016,12,389,54,1,14.14,13.88,0.26
States,Alaska,2016,12,30,7,0,23.33,23.33,0
States,Arizona,2016,12,112,2,2,3.57,1.79,1.79
States,Arkansas,2016,12,51,1,6,13.73,1.96,11.76
States,California,2016,12,1587,83,124,13.04,5.23,7.81
States,Colorado,2016,12,984,121,23,14.63,12.3,2.34
States,Connecticut,2016,12,783,85,41,16.09,10.86,5.24
States,Delaware,2016,12,313,75,18,29.71,23.96,5.75
States,District of Columbia,2016,12,X,X,X,X,X,X
States,Florida,2016,12,X,X,X,X,X,X
States,Georgia,2016,12,986,120,33,15.52,12.17,3.35
States,Hawaii,2016,12,332,48,5,15.96,14.46,1.51
States,Idaho,2016,12,47,10,11,44.68,21.28,23.4
States,Illinois,2016,12,588,44,24,11.56,7.48,4.08
States,Indiana,2016,12,263,22,8,11.41,8.37,3.04
States,Iowa,2016,12,181,24,2,14.36,13.26,1.1
States,Kansas,2016,12,263,20,8,10.65,7.6,3.04
States,Kentucky,2016,12,393,44,23,17.05,11.2,5.85
States,Louisiana,2016,12,X,X,X,X,X,X
States,Maine,2016,12,143,22,7,20.28,15.38,4.9
States,Maryland,2016,12,22,1,2,13.64,4.55,9.09
States,Massachusetts,2016,12,939,200,66,28.33,21.3,7.03
States,Michigan,2016,12,1301,127,56,14.07,9.76,4.3
States,Minnesota,2016,12,590,82,17,16.78,13.9,2.88
States,Mississippi,2016,12,189,14,3,8.99,7.41,1.59
States,Missouri,2016,12,205,5,7,5.85,2.44,3.41
States,Montana,2016,12,236,37,30,28.39,15.68,12.71
States,Nebraska,2016,12,137,18,2,14.6,13.14,1.46
States,Nevada,2016,12,27,3,0,11.11,11.11,0
States,New Hampshire,2016,12,53,5,2,13.21,9.43,3.77
States,New Jersey,2016,12,X,X,X,X,X,X
States,New Mexico,2016,12,968,172,78,25.83,17.77,8.06
States,New York,2016,12,3091,602,169,24.94,19.48,5.47
States,North Carolina,2016,12,311,44,12,18.01,14.15,3.86
States,North Dakota,2016,12,83,10,1,13.25,12.05,1.2
States,Ohio,2016,12,1403,209,75,20.24,14.9,5.35
States,Oklahoma,2016,12,208,4,8,5.77,1.92,3.85
States,Oregon,2016,12,554,48,77,22.56,8.66,13.9
States,Pennsylvania,2016,12,1259,190,65,20.25,15.09,5.16
States,Rhode Island,2016,12,X,X,X,X,X,X
States,South Carolina,2016,12,424,41,15,13.21,9.67,3.54
States,South Dakota,2016,12,236,34,5,16.53,14.41,2.12
States,Tennessee,2016,12,288,30,16,15.97,10.42,5.56
States,Texas,2016,12,1789,136,141,15.48,7.6,7.88
States,Utah,2016,12,974,116,72,19.3,11.91,7.39
States,Vermont,2016,12,393,51,5,14.25,12.98,1.27
States,Virginia,2016,12,329,58,21,24.01,17.63,6.38
States,Washington,2016,12,570,77,57,23.51,13.51,10
States,West Virginia,2016,12,593,49,49,16.53,8.26,8.26
States,Wisconsin,2016,12,1608,289,40,20.46,17.97,2.49
States,Wyoming,2016,12,68,11,3,20.59,16.18,4.41
States,Puerto Rico,2016,12,0,0,0,0,0,0
States,Virgin Islands,2016,12,X,X,X,X,X,X
States,New York City,2016,12,X,X,X,X,X,X
States,Alabama,2016,13,408,28,2,7.35,6.86,0.49
States,Alaska,2016,13,27,4,1,18.52,14.81,3.7
States,Arizona,2016,13,94,2,2,4.26,2.13,2.13
States,Arkansas,2016,13,79,2,4,7.59,2.53,5.06
States,California,2016,13,1376,61,60,8.79,4.43,4.36
States,Colorado,2016,13,792,57,25,10.35,7.2,3.16
States,Connecticut,2016,13,638,61,41,15.99,9.56,6.43
States,Delaware,2016,13,312,62,23,27.24,19.87,7.37
States,District of Columbia,2016,13,X,X,X,X,X,X
States,Florida,2016,13,X,X,X,X,X,X
States,Georgia,2016,13,861,84,49,15.45,9.76,5.69
States,Hawaii,2016,13,284,36,7,15.14,12.68,2.46
States,Idaho,2016,13,17,1,2,17.65,5.88,11.76
States,Illinois,2016,13,513,42,13,10.72,8.19,2.53
States,Indiana,2016,13,249,20,6,10.44,8.03,2.41
States,Iowa,2016,13,158,11,1,7.59,6.96,0.63
States,Kansas,2016,13,222,21,12,14.86,9.46,5.41
States,Kentucky,2016,13,364,26,24,13.74,7.14,6.59
States,Louisiana,2016,13,X,X,X,X,X,X
States,Maine,2016,13,205,36,10,22.44,17.56,4.88
States,Maryland,2016,13,67,3,4,10.45,4.48,5.97
States,Massachusetts,2016,13,968,193,68,26.96,19.94,7.02
States,Michigan,2016,13,1205,130,34,13.61,10.79,2.82
States,Minnesota,2016,13,545,60,14,13.58,11.01,2.57
States,Mississippi,2016,13,207,24,4,13.53,11.59,1.93
States,Missouri,2016,13,193,4,6,5.18,2.07,3.11
States,Montana,2016,13,219,23,28,23.29,10.5,12.79
States,Nebraska,2016,13,145,27,4,21.38,18.62,2.76
States,Nevada,2016,13,24,1,2,12.5,4.17,8.33
States,New Hampshire,2016,13,X,X,X,X,X,X
States,New Jersey,2016,13,X,X,X,X,X,X
States,New Mexico,2016,13,904,146,94,26.55,16.15,10.4
States,New York,2016,13,2804,398,165,20.08,14.19,5.88
States,North Carolina,2016,13,255,28,10,14.9,10.98,3.92
States,North Dakota,2016,13,62,5,3,12.9,8.06,4.84
States,Ohio,2016,13,1190,161,65,18.99,13.53,5.46
States,Oklahoma,2016,13,228,9,9,7.89,3.95,3.95
States,Oregon,2016,13,592,55,74,21.79,9.29,12.5
States,Pennsylvania,2016,13,1135,137,62,17.53,12.07,5.46
States,Rhode Island,2016,13,X,X,X,X,X,X
States,South Carolina,2016,13,397,23,17,10.08,5.79,4.28
States,South Dakota,2016,13,232,27,3,12.93,11.64,1.29
States,Tennessee,2016,13,316,15,23,12.03,4.75,7.28
States,Texas,2016,13,1832,178,159,18.4,9.72,8.68
States,Utah,2016,13,850,130,41,20.12,15.29,4.82
States,Vermont,2016,13,418,45,11,13.4,10.77,2.63
States,Virginia,2016,13,320,38,8,14.38,11.88,2.5
States,Washington,2016,13,533,58,42,18.76,10.88,7.88
States,West Virginia,2016,13,486,37,48,17.49,7.61,9.88
States,Wisconsin,2016,13,1349,157,36,14.31,11.64,2.67
States,Wyoming,2016,13,55,11,1,21.82,20,1.82
States,Puerto Rico,2016,13,0,0,0,0,0,0
States,Virgin Islands,2016,13,X,X,X,X,X,X
States,New York City,2016,13,X,X,X,X,X,X
States,Alabama,2016,14,270,19,1,7.41,7.04,0.37
States,Alaska,2016,14,39,2,4,15.38,5.13,10.26
States,Arizona,2016,14,82,2,2,4.88,2.44,2.44
States,Arkansas,2016,14,55,4,4,14.55,7.27,7.27
States,California,2016,14,1332,40,55,7.13,3,4.13
States,Colorado,2016,14,716,46,30,10.61,6.42,4.19
States,Connecticut,2016,14,529,37,41,14.74,6.99,7.75
States,Delaware,2016,14,221,26,20,20.81,11.76,9.05
States,District of Columbia,2016,14,X,X,X,X,X,X
States,Florida,2016,14,X,X,X,X,X,X
States,Georgia,2016,14,786,43,45,11.2,5.47,5.73
States,Hawaii,2016,14,236,21,9,12.71,8.9,3.81
States,Idaho,2016,14,X,X,X,X,X,X
States,Illinois,2016,14,433,18,18,8.31,4.16,4.16
States,Indiana,2016,14,176,10,6,9.09,5.68,3.41
States,Iowa,2016,14,131,6,2,6.11,4.58,1.53
States,Kansas,2016,14,181,12,11,12.71,6.63,6.08
States,Kentucky,2016,14,294,16,9,8.5,5.44,3.06
States,Louisiana,2016,14,X,X,X,X,X,X
States,Maine,2016,14,229,40,21,26.64,17.47,9.17
States,Maryland,2016,14,24,0,5,20.83,0,20.83
States,Massachusetts,2016,14,733,71,56,17.33,9.69,7.64
States,Michigan,2016,14,1010,65,36,10,6.44,3.56
States,Minnesota,2016,14,483,30,16,9.52,6.21,3.31
States,Mississippi,2016,14,125,9,10,15.2,7.2,8
States,Missouri,2016,14,168,3,8,6.55,1.79,4.76
States,Montana,2016,14,163,19,12,19.02,11.66,7.36
States,Nebraska,2016,14,105,14,2,15.24,13.33,1.9
States,Nevada,2016,14,31,2,2,12.9,6.45,6.45
States,New Hampshire,2016,14,29,1,2,10.34,3.45,6.9
States,New Jersey,2016,14,X,X,X,X,X,X
States,New Mexico,2016,14,415,81,63,34.7,19.52,15.18
States,New York,2016,14,2461,247,175,17.15,10.04,7.11
States,North Carolina,2016,14,225,21,11,14.22,9.33,4.89
States,North Dakota,2016,14,54,4,1,9.26,7.41,1.85
States,Ohio,2016,14,1072,110,54,15.3,10.26,5.04
States,Oklahoma,2016,14,190,9,9,9.47,4.74,4.74
States,Oregon,2016,14,496,63,51,22.98,12.7,10.28
States,Pennsylvania,2016,14,764,69,32,13.22,9.03,4.19
States,Rhode Island,2016,14,X,X,X,X,X,X
States,South Carolina,2016,14,333,14,17,9.31,4.2,5.11
States,South Dakota,2016,14,201,18,8,12.94,8.96,3.98
States,Tennessee,2016,14,306,25,24,16.01,8.17,7.84
States,Texas,2016,14,1783,159,154,17.55,8.92,8.64
States,Utah,2016,14,735,99,34,18.1,13.47,4.63
States,Vermont,2016,14,343,24,6,8.75,7,1.75
States,Virginia,2016,14,245,26,16,17.14,10.61,6.53
States,Washington,2016,14,482,31,34,13.49,6.43,7.05
States,West Virginia,2016,14,594,26,52,13.13,4.38,8.75
States,Wisconsin,2016,14,1363,141,26,12.25,10.34,1.91
States,Wyoming,2016,14,43,5,4,20.93,11.63,9.3
States,Puerto Rico,2016,14,0,0,0,0,0,0
States,Virgin Islands,2016,14,X,X,X,X,X,X
States,New York City,2016,14,X,X,X,X,X,X
States,Alabama,2016,15,272,10,1,4.04,3.68,0.37
States,Alaska,2016,15,35,4,3,20,11.43,8.57
States,Arizona,2016,15,66,3,1,6.06,4.55,1.52
States,Arkansas,2016,15,60,2,5,11.67,3.33,8.33
States,California,2016,15,1045,29,23,4.98,2.78,2.2
States,Colorado,2016,15,635,39,22,9.61,6.14,3.46
States,Connecticut,2016,15,460,17,39,12.17,3.7,8.48
States,Delaware,2016,15,171,16,14,17.54,9.36,8.19
States,District of Columbia,2016,15,X,X,X,X,X,X
States,Florida,2016,15,X,X,X,X,X,X
States,Georgia,2016,15,713,27,36,8.84,3.79,5.05
States,Hawaii,2016,15,290,16,8,8.28,5.52,2.76
States,Idaho,2016,15,X,X,X,X,X,X
States,Illinois,2016,15,387,24,24,12.4,6.2,6.2
States,Indiana,2016,15,152,14,2,10.53,9.21,1.32
States,Iowa,2016,15,101,3,1,3.96,2.97,0.99
States,Kansas,2016,15,195,9,24,16.92,4.62,12.31
States,Kentucky,2016,15,263,15,10,9.51,5.7,3.8
States,Louisiana,2016,15,X,X,X,X,X,X
States,Maine,2016,15,192,31,17,25,16.15,8.85
States,Maryland,2016,15,16,0,2,12.5,0,12.5
States,Massachusetts,2016,15,629,64,77,22.42,10.17,12.24
States,Michigan,2016,15,904,60,49,12.06,6.64,5.42
States,Minnesota,2016,15,449,45,12,12.69,10.02,2.67
States,Mississippi,2016,15,98,4,5,9.18,4.08,5.1
States,Missouri,2016,15,159,2,6,5.03,1.26,3.77
States,Montana,2016,15,136,8,11,13.97,5.88,8.09
States,Nebraska,2016,15,86,12,2,16.28,13.95,2.33
States,Nevada,2016,15,14,0,1,7.14,0,7.14
States,New Hampshire,2016,15,24,1,2,12.5,4.17,8.33
States,New Jersey,2016,15,X,X,X,X,X,X
States,New Mexico,2016,15,526,49,42,17.3,9.32,7.98
States,New York,2016,15,2178,166,183,16.02,7.62,8.4
States,North Carolina,2016,15,235,24,16,17.02,10.21,6.81
States,North Dakota,2016,15,55,3,1,7.27,5.45,1.82
States,Ohio,2016,15,1084,163,61,20.66,15.04,5.63
States,Oklahoma,2016,15,199,3,10,6.53,1.51,5.03
States,Oregon,2016,15,409,33,30,15.4,8.07,7.33
States,Pennsylvania,2016,15,736,62,52,15.49,8.42,7.07
States,Rhode Island,2016,15,X,X,X,X,X,X
States,South Carolina,2016,15,297,9,13,7.41,3.03,4.38
States,South Dakota,2016,15,153,9,6,9.8,5.88,3.92
States,Tennessee,2016,15,270,12,30,15.56,4.44,11.11
States,Texas,2016,15,1657,110,149,15.63,6.64,8.99
States,Utah,2016,15,633,42,29,11.22,6.64,4.58
States,Vermont,2016,15,337,21,12,9.79,6.23,3.56
States,Virginia,2016,15,251,20,18,15.14,7.97,7.17
States,Washington,2016,15,451,19,25,9.76,4.21,5.54
States,West Virginia,2016,15,551,30,56,15.61,5.44,10.16
States,Wisconsin,2016,15,997,87,30,11.74,8.73,3.01
States,Wyoming,2016,15,30,1,3,13.33,3.33,10
States,Puerto Rico,2016,15,0,0,0,0,0,0
States,Virgin Islands,2016,15,X,X,X,X,X,X
States,New York City,2016,15,X,X,X,X,X,X
States,Alabama,2016,16,200,6,0,3,3,0
States,Alaska,2016,16,20,2,4,30,10,20
States,Arizona,2016,16,46,2,5,15.22,4.35,10.87
States,Arkansas,2016,16,66,0,3,4.55,0,4.55
States,California,2016,16,986,23,16,3.96,2.33,1.62
States,Colorado,2016,16,468,19,18,7.91,4.06,3.85
States,Connecticut,2016,16,517,27,35,11.99,5.22,6.77
States,Delaware,2016,16,164,12,27,23.78,7.32,16.46
States,District of Columbia,2016,16,X,X,X,X,X,X
States,Florida,2016,16,X,X,X,X,X,X
States,Georgia,2016,16,612,21,18,6.37,3.43,2.94
States,Hawaii,2016,16,182,10,2,6.59,5.49,1.1
States,Idaho,2016,16,X,X,X,X,X,X
States,Illinois,2016,16,352,14,16,8.52,3.98,4.55
States,Indiana,2016,16,176,10,4,7.95,5.68,2.27
States,Iowa,2016,16,81,4,1,6.17,4.94,1.23
States,Kansas,2016,16,194,4,20,12.37,2.06,10.31
States,Kentucky,2016,16,277,10,13,8.3,3.61,4.69
States,Louisiana,2016,16,X,X,X,X,X,X
States,Maine,2016,16,133,21,15,27.07,15.79,11.28
States,Maryland,2016,16,56,0,6,10.71,0,10.71
States,Massachusetts,2016,16,607,43,82,20.59,7.08,13.51
States,Michigan,2016,16,784,41,56,12.37,5.23,7.14
States,Minnesota,2016,16,407,15,20,8.6,3.69,4.91
States,Mississippi,2016,16,103,8,3,10.68,7.77,2.91
States,Missouri,2016,16,156,3,9,7.69,1.92,5.77
States,Montana,2016,16,150,7,16,15.33,4.67,10.67
States,Nebraska,2016,16,67,7,4,16.42,10.45,5.97
States,Nevada,2016,16,10,0,0,0,0,0
States,New Hampshire,2016,16,25,0,3,12,0,12
States,New Jersey,2016,16,X,X,X,X,X,X
States,New Mexico,2016,16,424,19,42,14.39,4.48,9.91
States,New York,2016,16,1996,139,182,16.08,6.96,9.12
States,North Carolina,2016,16,273,21,27,17.58,7.69,9.89
States,North Dakota,2016,16,47,3,2,10.64,6.38,4.26
States,Ohio,2016,16,904,104,54,17.48,11.5,5.97
States,Oklahoma,2016,16,177,3,6,5.08,1.69,3.39
States,Oregon,2016,16,344,23,18,11.92,6.69,5.23
States,Pennsylvania,2016,16,672,36,70,15.77,5.36,10.42
States,Rhode Island,2016,16,X,X,X,X,X,X
States,South Carolina,2016,16,303,5,16,6.93,1.65,5.28
States,South Dakota,2016,16,123,9,1,8.13,7.32,0.81
States,Tennessee,2016,16,308,19,30,15.91,6.17,9.74
States,Texas,2016,16,1744,112,97,11.98,6.42,5.56
States,Utah,2016,16,621,35,23,9.34,5.64,3.7
States,Vermont,2016,16,249,17,5,8.84,6.83,2.01
States,Virginia,2016,16,255,20,29,19.22,7.84,11.37
States,Washington,2016,16,363,23,16,10.74,6.34,4.41
States,West Virginia,2016,16,570,51,74,21.93,8.95,12.98
States,Wisconsin,2016,16,804,39,34,9.08,4.85,4.23
States,Wyoming,2016,16,27,6,5,40.74,22.22,18.52
States,Puerto Rico,2016,16,0,0,0,0,0,0
States,Virgin Islands,2016,16,X,X,X,X,X,X
States,New York City,2016,16,X,X,X,X,X,X
States,Alabama,2016,17,182,2,0,1.1,1.1,0
States,Alaska,2016,17,13,0,3,23.08,0,23.08
States,Arizona,2016,17,67,1,2,4.48,1.49,2.99
States,Arkansas,2016,17,60,2,3,8.33,3.33,5
States,California,2016,17,1064,20,15,3.29,1.88,1.41
States,Colorado,2016,17,424,13,22,8.25,3.07,5.19
States,Connecticut,2016,17,434,9,37,10.6,2.07,8.53
States,Delaware,2016,17,152,6,21,17.76,3.95,13.82
States,District of Columbia,2016,17,X,X,X,X,X,X
States,Florida,2016,17,X,X,X,X,X,X
States,Georgia,2016,17,566,11,30,7.24,1.94,5.3
States,Hawaii,2016,17,172,10,9,11.05,5.81,5.23
States,Idaho,2016,17,X,X,X,X,X,X
States,Illinois,2016,17,297,5,22,9.09,1.68,7.41
States,Indiana,2016,17,118,1,3,3.39,0.85,2.54
States,Iowa,2016,17,74,1,2,4.05,1.35,2.7
States,Kansas,2016,17,154,2,14,10.39,1.3,9.09
States,Kentucky,2016,17,235,5,12,7.23,2.13,5.11
States,Louisiana,2016,17,X,X,X,X,X,X
States,Maine,2016,17,110,17,9,23.64,15.45,8.18
States,Maryland,2016,17,86,2,10,13.95,2.33,11.63
States,Massachusetts,2016,17,513,34,60,18.32,6.63,11.7
States,Michigan,2016,17,660,21,47,10.3,3.18,7.12
States,Minnesota,2016,17,306,7,13,6.54,2.29,4.25
States,Mississippi,2016,17,95,4,5,9.47,4.21,5.26
States,Missouri,2016,17,127,2,6,6.3,1.57,4.72
States,Montana,2016,17,120,4,9,10.83,3.33,7.5
States,Nebraska,2016,17,84,8,5,15.48,9.52,5.95
States,Nevada,2016,17,X,X,X,X,X,X
States,New Hampshire,2016,17,15,0,3,20,0,20
States,New Jersey,2016,17,X,X,X,X,X,X
States,New Mexico,2016,17,355,5,16,5.92,1.41,4.51
States,New York,2016,17,1874,68,149,11.58,3.63,7.95
States,North Carolina,2016,17,264,16,21,14.02,6.06,7.95
States,North Dakota,2016,17,38,1,1,5.26,2.63,2.63
States,Ohio,2016,17,891,73,64,15.38,8.19,7.18
States,Oklahoma,2016,17,177,4,4,4.52,2.26,2.26
States,Oregon,2016,17,251,23,11,13.55,9.16,4.38
States,Pennsylvania,2016,17,593,23,52,12.65,3.88,8.77
States,Rhode Island,2016,17,X,X,X,X,X,X
States,South Carolina,2016,17,299,6,20,8.7,2.01,6.69
States,South Dakota,2016,17,103,5,0,4.85,4.85,0
States,Tennessee,2016,17,240,2,15,7.08,0.83,6.25
States,Texas,2016,17,1569,78,86,10.45,4.97,5.48
States,Utah,2016,17,448,17,8,5.58,3.79,1.79
States,Vermont,2016,17,210,15,8,10.95,7.14,3.81
States,Virginia,2016,17,238,14,27,17.23,5.88,11.34
States,Washington,2016,17,404,17,11,6.93,4.21,2.72
States,West Virginia,2016,17,526,13,57,13.31,2.47,10.84
States,Wisconsin,2016,17,707,30,42,10.18,4.24,5.94
States,Wyoming,2016,17,31,4,0,12.9,12.9,0
States,Puerto Rico,2016,17,0,0,0,0,0,0
States,Virgin Islands,2016,17,X,X,X,X,X,X
States,New York City,2016,17,X,X,X,X,X,X
States,Alabama,2016,18,177,9,1,5.65,5.08,0.56
States,Alaska,2016,18,17,0,2,11.76,0,11.76
States,Arizona,2016,18,51,0,3,5.88,0,5.88
States,Arkansas,2016,18,41,3,2,12.2,7.32,4.88
States,California,2016,18,785,9,14,2.93,1.15,1.78
States,Colorado,2016,18,359,19,10,8.08,5.29,2.79
States,Connecticut,2016,18,356,6,22,7.87,1.69,6.18
States,Delaware,2016,18,96,3,13,16.67,3.13,13.54
States,District of Columbia,2016,18,X,X,X,X,X,X
States,Florida,2016,18,X,X,X,X,X,X
States,Georgia,2016,18,531,7,36,8.1,1.32,6.78
States,Hawaii,2016,18,242,12,7,7.85,4.96,2.89
States,Idaho,2016,18,X,X,X,X,X,X
States,Illinois,2016,18,225,2,4,2.67,0.89,1.78
States,Indiana,2016,18,95,0,3,3.16,0,3.16
States,Iowa,2016,18,64,1,1,3.13,1.56,1.56
States,Kansas,2016,18,97,3,5,8.25,3.09,5.15
States,Kentucky,2016,18,227,3,6,3.96,1.32,2.64
States,Louisiana,2016,18,X,X,X,X,X,X
States,Maine,2016,18,100,13,7,20,13,7
States,Maryland,2016,18,85,1,12,15.29,1.18,14.12
States,Massachusetts,2016,18,408,16,48,15.69,3.92,11.76
States,Michigan,2016,18,596,17,53,11.74,2.85,8.89
States,Minnesota,2016,18,267,3,4,2.62,1.12,1.5
States,Mississippi,2016,18,84,2,7,10.71,2.38,8.33
States,Missouri,2016,18,95,0,3,3.16,0,3.16
States,Montana,2016,18,111,5,6,9.91,4.5,5.41
States,Nebraska,2016,18,65,2,5,10.77,3.08,7.69
States,Nevada,2016,18,11,0,0,0,0,0
States,New Hampshire,2016,18,X,X,X,X,X,X
States,New Jersey,2016,18,X,X,X,X,X,X
States,New Mexico,2016,18,265,9,15,9.06,3.4,5.66
States,New York,2016,18,1611,42,121,10.12,2.61,7.51
States,North Carolina,2016,18,143,7,11,12.59,4.9,7.69
States,North Dakota,2016,18,35,1,0,2.86,2.86,0
States,Ohio,2016,18,732,31,34,8.88,4.23,4.64
States,Oklahoma,2016,18,164,3,7,6.1,1.83,4.27
States,Oregon,2016,18,272,11,9,7.35,4.04,3.31
States,Pennsylvania,2016,18,438,11,25,8.22,2.51,5.71
States,Rhode Island,2016,18,X,X,X,X,X,X
States,South Carolina,2016,18,262,5,13,6.87,1.91,4.96
States,South Dakota,2016,18,114,3,2,4.39,2.63,1.75
