PERCENTAGE OF VISITS FOR INFLUENZA-LIKE-ILLNESS REPORTED BY SENTINEL PROVIDERS
REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
States,Illinois,2015,12,X,2.92099,X,X,X,X,X,X,1549,94,53030
States,Indiana,2015,12,X,1.28052,X,X,X,X,X,X,107,35,8356
States,Iowa,2015,12,X,0.716997,X,X,X,X,X,X,17,8,2371
States,Kansas,2015,12,X,2.37119,X,X,X,X,X,X,162,29,6832
States,Kentucky,2015,12,X,0.278806,X,X,X,X,X,X,58,18,20803
States,Louisiana,2015,12,X,X,X,X,X,X,X,X,X,X,X
States,Maine,2015,12,X,1.46161,X,X,X,X,X,X,79,30,5405
States,Maryland,2015,12,X,1.13963,X,X,X,X,X,X,135,30,11846
States,Massachusetts,2015,12,X,1.56529,X,X,X,X,X,X,439,46,28046
States,Michigan,2015,12,X,0.97011,X,X,X,X,X,X,148,43,15256
States,Minnesota,2015,12,X,4.12833,X,X,X,X,X,X,166,15,4021
States,Mississippi,2015,12,X,3.98078,X,X,X,X,X,X,754,50,18941
States,Missouri,2015,12,X,2.066,X,X,X,X,X,X,72,21,3485
States,Montana,2015,12,X,0.735059,X,X,X,X,X,X,23,9,3129
States,Nebraska,2015,12,X,2.39542,X,X,X,X,X,X,67,15,2797
States,Nevada,2015,12,X,0.786713,X,X,X,X,X,X,108,28,13728
States,New Hampshire,2015,12,X,0.386681,X,X,X,X,X,X,18,24,4655
States,New Jersey,2015,12,X,2.44113,X,X,X,X,X,X,198,25,8111
States,New Mexico,2015,12,X,1.97384,X,X,X,X,X,X,252,27,12767
States,New York,2015,12,X,2.15005,X,X,X,X,X,X,237,81,11023
States,North Carolina,2015,12,X,1.41022,X,X,X,X,X,X,213,45,15104
States,North Dakota,2015,12,X,1.09785,X,X,X,X,X,X,23,9,2095
States,Ohio,2015,12,X,1.19127,X,X,X,X,X,X,161,44,13515
States,Oklahoma,2015,12,X,4.25296,X,X,X,X,X,X,115,17,2704
States,Oregon,2015,12,X,0.581637,X,X,X,X,X,X,14,10,2407
States,Pennsylvania,2015,12,X,1.92067,X,X,X,X,X,X,261,49,13589
States,Rhode Island,2015,12,X,0.403852,X,X,X,X,X,X,26,20,6438
States,South Carolina,2015,12,X,0.713371,X,X,X,X,X,X,39,11,5467
States,South Dakota,2015,12,X,1.44533,X,X,X,X,X,X,101,23,6988
States,Tennessee,2015,12,X,0.627782,X,X,X,X,X,X,55,46,8761
States,Texas,2015,12,X,3.35832,X,X,X,X,X,X,1362,104,40556
States,Utah,2015,12,X,1.91629,X,X,X,X,X,X,364,41,18995
States,Vermont,2015,12,X,2.14936,X,X,X,X,X,X,59,11,2745
States,Virginia,2015,12,X,1.88077,X,X,X,X,X,X,1938,127,103043
States,Washington,2015,12,X,0.806452,X,X,X,X,X,X,35,40,4340
States,West Virginia,2015,12,X,1.62009,X,X,X,X,X,X,251,37,15493
States,Wisconsin,2015,12,X,2.26103,X,X,X,X,X,X,145,28,6413
States,Wyoming,2015,12,X,1.06229,X,X,X,X,X,X,66,22,6213
States,Puerto Rico,2015,12,X,6.27178,X,X,X,X,X,X,306,7,4879
States,Virgin Islands,2015,12,X,X,X,X,X,X,X,X,X,X,X
States,New York City,2015,12,X,1.90063,X,X,X,X,X,X,1887,91,99283
States,Alabama,2015,13,X,1.97849,X,X,X,X,X,X,138,19,6975
States,Alaska,2015,13,X,0.44964,X,X,X,X,X,X,5,6,1112
States,Arizona,2015,13,X,1.36548,X,X,X,X,X,X,333,53,24387
States,Arkansas,2015,13,X,1.73516,X,X,X,X,X,X,57,12,3285
States,California,2015,13,X,2.655,X,X,X,X,X,X,1050,138,39548
States,Colorado,2015,13,X,1.02354,X,X,X,X,X,X,30,6,2931
States,Connecticut,2015,13,X,2.17831,X,X,X,X,X,X,97,20,4453
States,Delaware,2015,13,X,0.239973,X,X,X,X,X,X,7,12,2917
States,District of Columbia,2015,13,X,6.58328,X,X,X,X,X,X,100,2,1519
States,Florida,2015,13,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2015,13,X,1.42425,X,X,X,X,X,X,367,31,25768
States,Hawaii,2015,13,X,6.16184,X,X,X,X,X,X,166,18,2694
States,Idaho,2015,13,X,2.07191,X,X,X,X,X,X,68,9,3282
States,Illinois,2015,13,X,2.87552,X,X,X,X,X,X,1547,94,53799
States,Indiana,2015,13,X,1.40811,X,X,X,X,X,X,115,34,8167
States,Iowa,2015,13,X,1.11034,X,X,X,X,X,X,16,6,1441
States,Kansas,2015,13,X,2.05531,X,X,X,X,X,X,136,31,6617
States,Kentucky,2015,13,X,0.403966,X,X,X,X,X,X,88,19,21784
States,Louisiana,2015,13,X,X,X,X,X,X,X,X,X,X,X
States,Maine,2015,13,X,1.46424,X,X,X,X,X,X,78,29,5327
States,Maryland,2015,13,X,1.27111,X,X,X,X,X,X,140,31,11014
States,Massachusetts,2015,13,X,1.52827,X,X,X,X,X,X,436,46,28529
States,Michigan,2015,13,X,0.661841,X,X,X,X,X,X,96,49,14505
States,Minnesota,2015,13,X,2.74203,X,X,X,X,X,X,147,16,5361
States,Mississippi,2015,13,X,3.24798,X,X,X,X,X,X,600,48,18473
States,Missouri,2015,13,X,1.93118,X,X,X,X,X,X,142,21,7353
States,Montana,2015,13,X,0.177857,X,X,X,X,X,X,4,9,2249
States,Nebraska,2015,13,X,2.08991,X,X,X,X,X,X,53,15,2536
States,Nevada,2015,13,X,0.972887,X,X,X,X,X,X,122,28,12540
States,New Hampshire,2015,13,X,0.42687,X,X,X,X,X,X,19,25,4451
States,New Jersey,2015,13,X,1.87555,X,X,X,X,X,X,129,24,6878
States,New Mexico,2015,13,X,1.89048,X,X,X,X,X,X,213,27,11267
States,New York,2015,13,X,2.7072,X,X,X,X,X,X,244,79,9013
States,North Carolina,2015,13,X,1.33421,X,X,X,X,X,X,183,47,13716
States,North Dakota,2015,13,X,0.556117,X,X,X,X,X,X,11,9,1978
States,Ohio,2015,13,X,1.16949,X,X,X,X,X,X,140,43,11971
States,Oklahoma,2015,13,X,3.24472,X,X,X,X,X,X,83,18,2558
States,Oregon,2015,13,X,0.89748,X,X,X,X,X,X,26,10,2897
States,Pennsylvania,2015,13,X,1.70947,X,X,X,X,X,X,225,35,13162
States,Rhode Island,2015,13,X,0.519134,X,X,X,X,X,X,35,20,6742
States,South Carolina,2015,13,X,0.594354,X,X,X,X,X,X,32,13,5384
States,South Dakota,2015,13,X,1.40903,X,X,X,X,X,X,102,24,7239
States,Tennessee,2015,13,X,0.551171,X,X,X,X,X,X,44,46,7983
States,Texas,2015,13,X,3.18727,X,X,X,X,X,X,1182,96,37085
States,Utah,2015,13,X,2.09328,X,X,X,X,X,X,377,41,18010
States,Vermont,2015,13,X,3.23268,X,X,X,X,X,X,91,11,2815
States,Virginia,2015,13,X,1.8815,X,X,X,X,X,X,1947,126,103481
States,Washington,2015,13,X,0.825921,X,X,X,X,X,X,39,40,4722
States,West Virginia,2015,13,X,1.52172,X,X,X,X,X,X,207,36,13603
States,Wisconsin,2015,13,X,2.21438,X,X,X,X,X,X,138,26,6232
States,Wyoming,2015,13,X,1.24876,X,X,X,X,X,X,63,20,5045
States,Puerto Rico,2015,13,X,4.95627,X,X,X,X,X,X,204,6,4116
States,Virgin Islands,2015,13,X,X,X,X,X,X,X,X,X,X,X
States,New York City,2015,13,X,1.84952,X,X,X,X,X,X,1810,83,97863
States,Alabama,2015,14,X,1.78527,X,X,X,X,X,X,145,18,8122
States,Alaska,2015,14,X,0,X,X,X,X,X,X,0,6,1176
States,Arizona,2015,14,X,1.19017,X,X,X,X,X,X,280,51,23526
States,Arkansas,2015,14,X,1.37409,X,X,X,X,X,X,49,11,3566
States,California,2015,14,X,2.39851,X,X,X,X,X,X,950,139,39608
States,Colorado,2015,14,X,0.589198,X,X,X,X,X,X,18,6,3055
States,Connecticut,2015,14,X,1.7314,X,X,X,X,X,X,74,12,4274
States,Delaware,2015,14,X,0.196657,X,X,X,X,X,X,6,12,3051
States,District of Columbia,2015,14,X,4.45092,X,X,X,X,X,X,107,2,2404
States,Florida,2015,14,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2015,14,X,1.19306,X,X,X,X,X,X,297,32,24894
States,Hawaii,2015,14,X,6.63667,X,X,X,X,X,X,177,17,2667
States,Idaho,2015,14,X,2.11293,X,X,X,X,X,X,58,7,2745
States,Illinois,2015,14,X,2.45215,X,X,X,X,X,X,1358,91,55380
States,Indiana,2015,14,X,1.33264,X,X,X,X,X,X,102,34,7654
States,Iowa,2015,14,X,0.492126,X,X,X,X,X,X,10,7,2032
States,Kansas,2015,14,X,1.75801,X,X,X,X,X,X,119,30,6769
States,Kentucky,2015,14,X,0.466883,X,X,X,X,X,X,102,20,21847
States,Louisiana,2015,14,X,X,X,X,X,X,X,X,X,X,X
States,Maine,2015,14,X,1.46252,X,X,X,X,X,X,88,30,6017
States,Maryland,2015,14,X,1.48556,X,X,X,X,X,X,159,30,10703
States,Massachusetts,2015,14,X,1.37273,X,X,X,X,X,X,387,45,28192
States,Michigan,2015,14,X,1.1732,X,X,X,X,X,X,173,47,14746
States,Minnesota,2015,14,X,2.05597,X,X,X,X,X,X,108,15,5253
States,Mississippi,2015,14,X,3.06616,X,X,X,X,X,X,609,50,19862
States,Missouri,2015,14,X,1.83448,X,X,X,X,X,X,131,20,7141
States,Montana,2015,14,X,0.166168,X,X,X,X,X,X,5,9,3009
States,Nebraska,2015,14,X,1.28593,X,X,X,X,X,X,34,14,2644
States,Nevada,2015,14,X,0.903882,X,X,X,X,X,X,112,27,12391
States,New Hampshire,2015,14,X,0.442478,X,X,X,X,X,X,22,26,4972
States,New Jersey,2015,14,X,1.57618,X,X,X,X,X,X,117,21,7423
States,New Mexico,2015,14,X,1.47262,X,X,X,X,X,X,181,27,12291
States,New York,2015,14,X,2.46135,X,X,X,X,X,X,199,78,8085
States,North Carolina,2015,14,X,0.895378,X,X,X,X,X,X,130,45,14519
States,North Dakota,2015,14,X,0.554939,X,X,X,X,X,X,10,8,1802
States,Ohio,2015,14,X,0.85263,X,X,X,X,X,X,95,39,11142
States,Oklahoma,2015,14,X,2.7066,X,X,X,X,X,X,75,19,2771
States,Oregon,2015,14,X,0.55325,X,X,X,X,X,X,16,10,2892
States,Pennsylvania,2015,14,X,1.68904,X,X,X,X,X,X,224,48,13262
States,Rhode Island,2015,14,X,0.698262,X,X,X,X,X,X,47,20,6731
States,South Carolina,2015,14,X,0.410984,X,X,X,X,X,X,22,13,5353
States,South Dakota,2015,14,X,1.05526,X,X,X,X,X,X,76,24,7202
States,Tennessee,2015,14,X,0.414056,X,X,X,X,X,X,37,45,8936
States,Texas,2015,14,X,2.63374,X,X,X,X,X,X,1024,95,38880
States,Utah,2015,14,X,2.02062,X,X,X,X,X,X,339,41,16777
States,Vermont,2015,14,X,2.5641,X,X,X,X,X,X,73,11,2847
States,Virginia,2015,14,X,1.75242,X,X,X,X,X,X,1784,127,101802
States,Washington,2015,14,X,0.448219,X,X,X,X,X,X,19,36,4239
States,West Virginia,2015,14,X,1.71516,X,X,X,X,X,X,214,32,12477
States,Wisconsin,2015,14,X,2.42603,X,X,X,X,X,X,173,27,7131
States,Wyoming,2015,14,X,1.14504,X,X,X,X,X,X,45,20,3930
States,Puerto Rico,2015,14,X,4.84637,X,X,X,X,X,X,194,6,4003
States,Virgin Islands,2015,14,X,X,X,X,X,X,X,X,X,X,X
States,New York City,2015,14,X,1.67838,X,X,X,X,X,X,1631,89,97177
States,Alabama,2015,15,X,1.65746,X,X,X,X,X,X,126,18,7602
States,Alaska,2015,15,X,0.313725,X,X,X,X,X,X,4,6,1275
States,Arizona,2015,15,X,1.25342,X,X,X,X,X,X,316,54,25211
States,Arkansas,2015,15,X,1.06967,X,X,X,X,X,X,39,11,3646
States,California,2015,15,X,2.11801,X,X,X,X,X,X,906,139,42776
States,Colorado,2015,15,X,0.859005,X,X,X,X,X,X,29,6,3376
States,Connecticut,2015,15,X,1.6576,X,X,X,X,X,X,64,17,3861
States,Delaware,2015,15,X,0.191205,X,X,X,X,X,X,4,9,2092
States,District of Columbia,2015,15,X,4.66667,X,X,X,X,X,X,70,2,1500
States,Florida,2015,15,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2015,15,X,0.989638,X,X,X,X,X,X,255,29,25767
States,Hawaii,2015,15,X,6.00693,X,X,X,X,X,X,156,18,2597
States,Idaho,2015,15,X,2.02255,X,X,X,X,X,X,61,9,3016
States,Illinois,2015,15,X,2.02342,X,X,X,X,X,X,1142,95,56439
States,Indiana,2015,15,X,1.21816,X,X,X,X,X,X,99,34,8127
States,Iowa,2015,15,X,0.366876,X,X,X,X,X,X,7,7,1908
States,Kansas,2015,15,X,1.37642,X,X,X,X,X,X,92,29,6684
States,Kentucky,2015,15,X,0.23213,X,X,X,X,X,X,53,19,22832
States,Louisiana,2015,15,X,X,X,X,X,X,X,X,X,X,X
States,Maine,2015,15,X,0.685312,X,X,X,X,X,X,37,25,5399
States,Maryland,2015,15,X,1.17882,X,X,X,X,X,X,136,31,11537
States,Massachusetts,2015,15,X,1.47236,X,X,X,X,X,X,415,44,28186
States,Michigan,2015,15,X,0.74747,X,X,X,X,X,X,130,49,17392
States,Minnesota,2015,15,X,2.53521,X,X,X,X,X,X,117,15,4615
States,Mississippi,2015,15,X,2.50502,X,X,X,X,X,X,487,47,19441
States,Missouri,2015,15,X,1.46409,X,X,X,X,X,X,106,19,7240
States,Montana,2015,15,X,0.166389,X,X,X,X,X,X,5,9,3005
States,Nebraska,2015,15,X,0.962567,X,X,X,X,X,X,27,15,2805
States,Nevada,2015,15,X,0.800924,X,X,X,X,X,X,104,26,12985
States,New Hampshire,2015,15,X,0.241228,X,X,X,X,X,X,11,24,4560
States,New Jersey,2015,15,X,1.60819,X,X,X,X,X,X,121,20,7524
States,New Mexico,2015,15,X,1.53717,X,X,X,X,X,X,183,25,11905
States,New York,2015,15,X,1.91507,X,X,X,X,X,X,184,77,9608
States,North Carolina,2015,15,X,0.986164,X,X,X,X,X,X,134,42,13588
States,North Dakota,2015,15,X,0.941423,X,X,X,X,X,X,18,10,1912
States,Ohio,2015,15,X,0.608189,X,X,X,X,X,X,71,39,11674
States,Oklahoma,2015,15,X,1.67577,X,X,X,X,X,X,46,17,2745
States,Oregon,2015,15,X,0.588847,X,X,X,X,X,X,17,9,2887
States,Pennsylvania,2015,15,X,1.59007,X,X,X,X,X,X,219,44,13773
States,Rhode Island,2015,15,X,0.593698,X,X,X,X,X,X,39,20,6569
States,South Carolina,2015,15,X,0.564175,X,X,X,X,X,X,32,13,5672
States,South Dakota,2015,15,X,1.0287,X,X,X,X,X,X,76,24,7388
States,Tennessee,2015,15,X,0.388394,X,X,X,X,X,X,34,46,8754
States,Texas,2015,15,X,2.74126,X,X,X,X,X,X,1051,95,38340
States,Utah,2015,15,X,1.5241,X,X,X,X,X,X,271,40,17781
States,Vermont,2015,15,X,2.07156,X,X,X,X,X,X,55,11,2655
States,Virginia,2015,15,X,1.46854,X,X,X,X,X,X,1529,125,104117
States,Washington,2015,15,X,0.760369,X,X,X,X,X,X,33,39,4340
States,West Virginia,2015,15,X,1.26955,X,X,X,X,X,X,164,35,12918
States,Wisconsin,2015,15,X,2.06186,X,X,X,X,X,X,158,29,7663
States,Wyoming,2015,15,X,1.1676,X,X,X,X,X,X,48,20,4111
States,Puerto Rico,2015,15,X,4.19323,X,X,X,X,X,X,171,6,4078
States,Virgin Islands,2015,15,X,X,X,X,X,X,X,X,X,X,X
States,New York City,2015,15,X,1.41306,X,X,X,X,X,X,1438,87,101765
States,Alabama,2015,16,X,1.53061,X,X,X,X,X,X,108,14,7056
States,Alaska,2015,16,X,0.435256,X,X,X,X,X,X,4,5,919
States,Arizona,2015,16,X,1.21809,X,X,X,X,X,X,250,45,20524
States,Arkansas,2015,16,X,0.90527,X,X,X,X,X,X,28,10,3093
States,California,2015,16,X,2.13528,X,X,X,X,X,X,858,125,40182
States,Colorado,2015,16,X,0.537178,X,X,X,X,X,X,19,6,3537
States,Connecticut,2015,16,X,1.66299,X,X,X,X,X,X,98,21,5893
States,Delaware,2015,16,X,0.0954198,X,X,X,X,X,X,2,9,2096
States,District of Columbia,2015,16,X,4.90358,X,X,X,X,X,X,89,2,1815
States,Florida,2015,16,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2015,16,X,0.714048,X,X,X,X,X,X,129,27,18066
States,Hawaii,2015,16,X,4.33333,X,X,X,X,X,X,104,16,2400
States,Idaho,2015,16,X,2.08398,X,X,X,X,X,X,67,8,3215
States,Illinois,2015,16,X,1.85577,X,X,X,X,X,X,922,88,49683
States,Indiana,2015,16,X,0.874788,X,X,X,X,X,X,67,31,7659
States,Iowa,2015,16,X,0.447539,X,X,X,X,X,X,9,7,2011
States,Kansas,2015,16,X,1.41046,X,X,X,X,X,X,79,28,5601
States,Kentucky,2015,16,X,0.234262,X,X,X,X,X,X,55,18,23478
States,Louisiana,2015,16,X,X,X,X,X,X,X,X,X,X,X
States,Maine,2015,16,X,1.09351,X,X,X,X,X,X,58,29,5304
States,Maryland,2015,16,X,1.11855,X,X,X,X,X,X,132,31,11801
States,Massachusetts,2015,16,X,1.32892,X,X,X,X,X,X,301,44,22650
States,Michigan,2015,16,X,0.610856,X,X,X,X,X,X,105,50,17189
States,Minnesota,2015,16,X,1.56617,X,X,X,X,X,X,80,15,5108
States,Mississippi,2015,16,X,2.69645,X,X,X,X,X,X,536,49,19878
States,Missouri,2015,16,X,1.31024,X,X,X,X,X,X,87,20,6640
States,Montana,2015,16,X,0.200602,X,X,X,X,X,X,6,9,2991
States,Nebraska,2015,16,X,0.796312,X,X,X,X,X,X,19,14,2386
States,Nevada,2015,16,X,0.53934,X,X,X,X,X,X,68,25,12608
States,New Hampshire,2015,16,X,0.349913,X,X,X,X,X,X,14,23,4001
States,New Jersey,2015,16,X,1.8738,X,X,X,X,X,X,147,21,7845
States,New Mexico,2015,16,X,1.53254,X,X,X,X,X,X,191,27,12463
States,New York,2015,16,X,1.4716,X,X,X,X,X,X,150,75,10193
States,North Carolina,2015,16,X,0.642576,X,X,X,X,X,X,93,44,14473
States,North Dakota,2015,16,X,0.430293,X,X,X,X,X,X,5,8,1162
States,Ohio,2015,16,X,0.483543,X,X,X,X,X,X,57,40,11788
States,Oklahoma,2015,16,X,1.30879,X,X,X,X,X,X,32,19,2445
States,Oregon,2015,16,X,0.83682,X,X,X,X,X,X,22,8,2629
States,Pennsylvania,2015,16,X,1.35877,X,X,X,X,X,X,193,45,14204
States,Rhode Island,2015,16,X,0.735179,X,X,X,X,X,X,47,20,6393
States,South Carolina,2015,16,X,0.199927,X,X,X,X,X,X,11,11,5502
States,South Dakota,2015,16,X,1.01868,X,X,X,X,X,X,72,24,7068
States,Tennessee,2015,16,X,0.269476,X,X,X,X,X,X,22,44,8164
States,Texas,2015,16,X,1.67388,X,X,X,X,X,X,654,97,39071
States,Utah,2015,16,X,2.12351,X,X,X,X,X,X,403,43,18978
States,Vermont,2015,16,X,1.33874,X,X,X,X,X,X,33,9,2465
States,Virginia,2015,16,X,1.47072,X,X,X,X,X,X,1293,126,87916
States,Washington,2015,16,X,0.73776,X,X,X,X,X,X,33,39,4473
States,West Virginia,2015,16,X,1.15489,X,X,X,X,X,X,158,35,13681
States,Wisconsin,2015,16,X,2.30737,X,X,X,X,X,X,165,26,7151
States,Wyoming,2015,16,X,0.542075,X,X,X,X,X,X,21,18,3874
States,Puerto Rico,2015,16,X,4.59048,X,X,X,X,X,X,190,6,4139
States,Virgin Islands,2015,16,X,X,X,X,X,X,X,X,X,X,X
States,New York City,2015,16,X,1.47683,X,X,X,X,X,X,1454,83,98454
States,Alabama,2015,17,X,1.42085,X,X,X,X,X,X,92,14,6475
States,Alaska,2015,17,X,0,X,X,X,X,X,X,0,4,670
States,Arizona,2015,17,X,1.4832,X,X,X,X,X,X,320,51,21575
States,Arkansas,2015,17,X,0.731198,X,X,X,X,X,X,21,10,2872
States,California,2015,17,X,2.14816,X,X,X,X,X,X,912,129,42455
States,Colorado,2015,17,X,0.660859,X,X,X,X,X,X,22,6,3329
States,Connecticut,2015,17,X,1.61093,X,X,X,X,X,X,79,15,4904
States,Delaware,2015,17,X,0.0484496,X,X,X,X,X,X,1,9,2064
States,District of Columbia,2015,17,X,5.77689,X,X,X,X,X,X,87,2,1506
States,Florida,2015,17,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2015,17,X,0.879014,X,X,X,X,X,X,216,30,24573
States,Hawaii,2015,17,X,4.70639,X,X,X,X,X,X,109,14,2316
States,Idaho,2015,17,X,3.35893,X,X,X,X,X,X,105,8,3126
States,Illinois,2015,17,X,1.75137,X,X,X,X,X,X,937,92,53501
States,Indiana,2015,17,X,0.983243,X,X,X,X,X,X,71,32,7221
States,Iowa,2015,17,X,0.134228,X,X,X,X,X,X,2,6,1490
States,Kansas,2015,17,X,1.56392,X,X,X,X,X,X,86,25,5499
States,Kentucky,2015,17,X,0.186426,X,X,X,X,X,X,42,19,22529
States,Louisiana,2015,17,X,X,X,X,X,X,X,X,X,X,X
States,Maine,2015,17,X,0.821722,X,X,X,X,X,X,46,28,5598
States,Maryland,2015,17,X,1.23155,X,X,X,X,X,X,141,30,11449
States,Massachusetts,2015,17,X,0.94502,X,X,X,X,X,X,247,42,26137
States,Michigan,2015,17,X,0.646174,X,X,X,X,X,X,107,49,16559
States,Minnesota,2015,17,X,1.45709,X,X,X,X,X,X,73,15,5010
States,Mississippi,2015,17,X,2.46013,X,X,X,X,X,X,415,48,16869
States,Missouri,2015,17,X,1.41824,X,X,X,X,X,X,102,19,7192
States,Montana,2015,17,X,0.269088,X,X,X,X,X,X,8,9,2973
States,Nebraska,2015,17,X,0.679348,X,X,X,X,X,X,15,12,2208
States,Nevada,2015,17,X,0.397475,X,X,X,X,X,X,51,24,12831
States,New Hampshire,2015,17,X,0.262467,X,X,X,X,X,X,12,25,4572
States,New Jersey,2015,17,X,1.6005,X,X,X,X,X,X,127,21,7935
States,New Mexico,2015,17,X,1.45316,X,X,X,X,X,X,179,27,12318
States,New York,2015,17,X,1.58698,X,X,X,X,X,X,155,74,9767
States,North Carolina,2015,17,X,0.76242,X,X,X,X,X,X,93,39,12198
States,North Dakota,2015,17,X,0.185874,X,X,X,X,X,X,3,9,1614
States,Ohio,2015,17,X,0.637059,X,X,X,X,X,X,70,40,10988
States,Oklahoma,2015,17,X,1.23579,X,X,X,X,X,X,25,16,2023
States,Oregon,2015,17,X,0.55788,X,X,X,X,X,X,12,6,2151
States,Pennsylvania,2015,17,X,1.44705,X,X,X,X,X,X,207,47,14305
States,Rhode Island,2015,17,X,0.419664,X,X,X,X,X,X,28,20,6672
States,South Carolina,2015,17,X,0.299177,X,X,X,X,X,X,16,12,5348
States,South Dakota,2015,17,X,0.991005,X,X,X,X,X,X,65,24,6559
States,Tennessee,2015,17,X,0.28772,X,X,X,X,X,X,25,48,8689
States,Texas,2015,17,X,2.65661,X,X,X,X,X,X,1000,94,37642
States,Utah,2015,17,X,1.56899,X,X,X,X,X,X,378,41,24092
States,Vermont,2015,17,X,1.35542,X,X,X,X,X,X,27,7,1992
States,Virginia,2015,17,X,1.53866,X,X,X,X,X,X,1321,121,85854
States,Washington,2015,17,X,0.478053,X,X,X,X,X,X,22,39,4602
States,West Virginia,2015,17,X,1.39819,X,X,X,X,X,X,190,35,13589
States,Wisconsin,2015,17,X,2.31173,X,X,X,X,X,X,163,28,7051
States,Wyoming,2015,17,X,0.441379,X,X,X,X,X,X,16,18,3625
States,Puerto Rico,2015,17,X,4.15688,X,X,X,X,X,X,177,6,4258
States,Virgin Islands,2015,17,X,X,X,X,X,X,X,X,X,X,X
States,New York City,2015,17,X,1.47229,X,X,X,X,X,X,1466,84,99573
States,Alabama,2015,18,X,1.33359,X,X,X,X,X,X,70,13,5249
States,Alaska,2015,18,X,0,X,X,X,X,X,X,0,4,771
States,Arizona,2015,18,X,1.19174,X,X,X,X,X,X,247,51,20726
States,Arkansas,2015,18,X,0.498132,X,X,X,X,X,X,12,9,2409
States,California,2015,18,X,2.22859,X,X,X,X,X,X,910,125,40833
States,Colorado,2015,18,X,0.668577,X,X,X,X,X,X,21,6,3141
States,Connecticut,2015,18,X,1.57008,X,X,X,X,X,X,55,16,3503
States,Delaware,2015,18,X,0.0462107,X,X,X,X,X,X,1,9,2164
States,District of Columbia,2015,18,X,5.03401,X,X,X,X,X,X,74,2,1470
States,Florida,2015,18,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2015,18,X,1.05381,X,X,X,X,X,X,225,28,21351
States,Hawaii,2015,18,X,5.75365,X,X,X,X,X,X,142,15,2468
States,Idaho,2015,18,X,1.81644,X,X,X,X,X,X,57,9,3138
States,Illinois,2015,18,X,1.63577,X,X,X,X,X,X,878,92,53675
States,Indiana,2015,18,X,0.669303,X,X,X,X,X,X,44,31,6574
States,Iowa,2015,18,X,0.237982,X,X,X,X,X,X,5,6,2101
States,Kansas,2015,18,X,0.89201,X,X,X,X,X,X,47,25,5269
States,Kentucky,2015,18,X,0.111622,X,X,X,X,X,X,25,17,22397
States,Louisiana,2015,18,X,X,X,X,X,X,X,X,X,X,X
States,Maine,2015,18,X,0.977139,X,X,X,X,X,X,53,28,5424
States,Maryland,2015,18,X,1.10579,X,X,X,X,X,X,127,30,11485
States,Massachusetts,2015,18,X,0.948982,X,X,X,X,X,X,226,37,23815
States,Michigan,2015,18,X,0.442288,X,X,X,X,X,X,72,49,16279
States,Minnesota,2015,18,X,1.06451,X,X,X,X,X,X,50,15,4697
States,Mississippi,2015,18,X,2.28433,X,X,X,X,X,X,434,50,18999
States,Missouri,2015,18,X,1.04167,X,X,X,X,X,X,71,19,6816
States,Montana,2015,18,X,0.0699301,X,X,X,X,X,X,2,9,2860
States,Nebraska,2015,18,X,0.932744,X,X,X,X,X,X,19,12,2037
States,Nevada,2015,18,X,0.593662,X,X,X,X,X,X,74,25,12465
States,New Hampshire,2015,18,X,0.137394,X,X,X,X,X,X,6,25,4367
States,New Jersey,2015,18,X,1.60158,X,X,X,X,X,X,130,21,8117
States,New Mexico,2015,18,X,1.40903,X,X,X,X,X,X,170,27,12065
States,New York,2015,18,X,1.8077,X,X,X,X,X,X,185,73,10234
States,North Carolina,2015,18,X,0.896298,X,X,X,X,X,X,107,41,11938
States,North Dakota,2015,18,X,0.175285,X,X,X,X,X,X,2,7,1141
States,Ohio,2015,18,X,0.592977,X,X,X,X,X,X,64,41,10793
States,Oklahoma,2015,18,X,1.98118,X,X,X,X,X,X,40,19,2019
States,Oregon,2015,18,X,0.24321,X,X,X,X,X,X,6,7,2467
States,Pennsylvania,2015,18,X,1.27918,X,X,X,X,X,X,177,50,13837
States,Rhode Island,2015,18,X,0.282251,X,X,X,X,X,X,17,19,6023
States,South Carolina,2015,18,X,0.22567,X,X,X,X,X,X,8,10,3545
States,South Dakota,2015,18,X,0.630613,X,X,X,X,X,X,33,23,5233
States,Tennessee,2015,18,X,0.262796,X,X,X,X,X,X,21,45,7991
States,Texas,2015,18,X,2.39644,X,X,X,X,X,X,895,94,37347
States,Utah,2015,18,X,1.81131,X,X,X,X,X,X,326,41,17998
States,Vermont,2015,18,X,1.4863,X,X,X,X,X,X,32,7,2153
States,Virginia,2015,18,X,1.46258,X,X,X,X,X,X,1270,121,86833
States,Washington,2015,18,X,0.446429,X,X,X,X,X,X,20,32,4480
States,West Virginia,2015,18,X,1.26234,X,X,X,X,X,X,156,34,12358
