"*Beginning for the 2015-16 season, reports from public health and clinical laboratories are presented separately in the weekly influenza update, FluView.  This data file includes only data prior to the 2015-16 influenza season, and will be presented with the public health and clinical labs combined."
REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,PERCENT POSITIVE,A (2009 H1N1),A (H1),A (H3),A (Subtyping not Performed),A (Unable to Subtype),B,H3N2v
States,New York,2013,24,341,0.29,1,0,0,0,0,0,0
States,North Carolina,2013,24,X,X,X,X,X,X,X,X,X
States,North Dakota,2013,24,X,X,X,X,X,X,X,X,X
States,Ohio,2013,24,35,2.86,0,0,0,1,0,0,0
States,Oklahoma,2013,24,47,0,0,0,0,0,0,0,0
States,Oregon,2013,24,17,0,0,0,0,0,0,0,0
States,Pennsylvania,2013,24,75,0,0,0,0,0,0,0,0
States,Rhode Island,2013,24,X,X,X,X,X,X,X,X,X
States,South Carolina,2013,24,12,0,0,0,0,0,0,0,0
States,South Dakota,2013,24,26,0,0,0,0,0,0,0,0
States,Tennessee,2013,24,X,X,X,X,X,X,X,X,X
States,Texas,2013,24,277,1.08,1,0,0,1,0,1,0
States,Utah,2013,24,215,0,0,0,0,0,0,0,0
States,Vermont,2013,24,X,X,X,X,X,X,X,X,X
States,Virginia,2013,24,20,0,0,0,0,0,0,0,0
States,Washington,2013,24,152,0,0,0,0,0,0,0,0
States,West Virginia,2013,24,151,0,0,0,0,0,0,0,0
States,Wisconsin,2013,24,17,0,0,0,0,0,0,0,0
States,Wyoming,2013,24,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2013,24,19,78.95,13,0,2,0,0,0,0
States,Virgin Islands,2013,24,X,X,X,X,X,X,X,X,X
States,New York City,2013,24,X,X,X,X,X,X,X,X,X
States,Alabama,2013,25,54,0,0,0,0,0,0,0,0
States,Alaska,2013,25,17,29.41,0,0,5,0,0,0,0
States,Arizona,2013,25,36,2.78,0,0,1,0,0,0,0
States,Arkansas,2013,25,19,0,0,0,0,0,0,0,0
States,California,2013,25,190,0,0,0,0,0,0,0,0
States,Colorado,2013,25,103,0,0,0,0,0,0,0,0
States,Connecticut,2013,25,106,0,0,0,0,0,0,0,0
States,Delaware,2013,25,X,X,X,X,X,X,X,X,X
States,District of Columbia,2013,25,X,X,X,X,X,X,X,X,X
States,Florida,2013,25,X,X,X,X,X,X,X,X,X
States,Georgia,2013,25,164,0.61,0,0,0,0,0,1,0
States,Hawaii,2013,25,293,18.09,2,0,4,1,0,46,0
States,Idaho,2013,25,X,X,X,X,X,X,X,X,X
States,Illinois,2013,25,33,0,0,0,0,0,0,0,0
States,Indiana,2013,25,42,4.76,0,0,0,0,0,0,2
States,Iowa,2013,25,X,X,X,X,X,X,X,X,X
States,Kansas,2013,25,X,X,X,X,X,X,X,X,X
States,Kentucky,2013,25,13,0,0,0,0,0,0,0,0
States,Louisiana,2013,25,X,X,X,X,X,X,X,X,X
States,Maine,2013,25,X,X,X,X,X,X,X,X,X
States,Maryland,2013,25,X,X,X,X,X,X,X,X,X
States,Massachusetts,2013,25,X,X,X,X,X,X,X,X,X
States,Michigan,2013,25,X,X,X,X,X,X,X,X,X
States,Minnesota,2013,25,86,0,0,0,0,0,0,0,0
States,Mississippi,2013,25,X,X,X,X,X,X,X,X,X
States,Missouri,2013,25,209,0,0,0,0,0,0,0,0
States,Montana,2013,25,18,0,0,0,0,0,0,0,0
States,Nebraska,2013,25,15,0,0,0,0,0,0,0,0
States,Nevada,2013,25,10,0,0,0,0,0,0,0,0
States,New Hampshire,2013,25,X,X,X,X,X,X,X,X,X
States,New Jersey,2013,25,X,X,X,X,X,X,X,X,X
States,New Mexico,2013,25,X,X,X,X,X,X,X,X,X
States,New York,2013,25,339,0.59,1,0,0,0,0,1,0
States,North Carolina,2013,25,X,X,X,X,X,X,X,X,X
States,North Dakota,2013,25,X,X,X,X,X,X,X,X,X
States,Ohio,2013,25,X,X,X,X,X,X,X,X,X
States,Oklahoma,2013,25,45,0,0,0,0,0,0,0,0
States,Oregon,2013,25,17,0,0,0,0,0,0,0,0
States,Pennsylvania,2013,25,82,0,0,0,0,0,0,0,0
States,Rhode Island,2013,25,X,X,X,X,X,X,X,X,X
States,South Carolina,2013,25,11,0,0,0,0,0,0,0,0
States,South Dakota,2013,25,36,0,0,0,0,0,0,0,0
States,Tennessee,2013,25,X,X,X,X,X,X,X,X,X
States,Texas,2013,25,384,0.52,1,0,0,1,0,0,0
States,Utah,2013,25,209,0,0,0,0,0,0,0,0
States,Vermont,2013,25,X,X,X,X,X,X,X,X,X
States,Virginia,2013,25,12,0,0,0,0,0,0,0,0
States,Washington,2013,25,133,0,0,0,0,0,0,0,0
States,West Virginia,2013,25,108,0,0,0,0,0,0,0,0
States,Wisconsin,2013,25,21,0,0,0,0,0,0,0,0
States,Wyoming,2013,25,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2013,25,25,92,22,0,0,0,0,1,0
States,Virgin Islands,2013,25,X,X,X,X,X,X,X,X,X
States,New York City,2013,25,X,X,X,X,X,X,X,X,X
States,Alabama,2013,26,46,2.17,0,0,1,0,0,0,0
States,Alaska,2013,26,23,4.35,1,0,0,0,0,0,0
States,Arizona,2013,26,42,2.38,1,0,0,0,0,0,0
States,Arkansas,2013,26,10,0,0,0,0,0,0,0,0
States,California,2013,26,178,0,0,0,0,0,0,0,0
States,Colorado,2013,26,110,0,0,0,0,0,0,0,0
States,Connecticut,2013,26,112,0.89,0,0,0,1,0,0,0
States,Delaware,2013,26,X,X,X,X,X,X,X,X,X
States,District of Columbia,2013,26,X,X,X,X,X,X,X,X,X
States,Florida,2013,26,X,X,X,X,X,X,X,X,X
States,Georgia,2013,26,125,0.8,0,0,0,0,0,1,0
States,Hawaii,2013,26,178,14.61,1,0,2,1,0,22,0
States,Idaho,2013,26,X,X,X,X,X,X,X,X,X
States,Illinois,2013,26,28,0,0,0,0,0,0,0,0
States,Indiana,2013,26,75,9.33,0,0,0,0,0,1,6
States,Iowa,2013,26,X,X,X,X,X,X,X,X,X
States,Kansas,2013,26,X,X,X,X,X,X,X,X,X
States,Kentucky,2013,26,22,4.55,1,0,0,0,0,0,0
States,Louisiana,2013,26,X,X,X,X,X,X,X,X,X
States,Maine,2013,26,X,X,X,X,X,X,X,X,X
States,Maryland,2013,26,28,0,0,0,0,0,0,0,0
States,Massachusetts,2013,26,X,X,X,X,X,X,X,X,X
States,Michigan,2013,26,X,X,X,X,X,X,X,X,X
States,Minnesota,2013,26,90,2.22,0,0,1,0,0,1,0
States,Mississippi,2013,26,10,0,0,0,0,0,0,0,0
States,Missouri,2013,26,171,0,0,0,0,0,0,0,0
States,Montana,2013,26,28,0,0,0,0,0,0,0,0
States,Nebraska,2013,26,11,0,0,0,0,0,0,0,0
States,Nevada,2013,26,X,X,X,X,X,X,X,X,X
States,New Hampshire,2013,26,X,X,X,X,X,X,X,X,X
States,New Jersey,2013,26,X,X,X,X,X,X,X,X,X
States,New Mexico,2013,26,X,X,X,X,X,X,X,X,X
States,New York,2013,26,284,0,0,0,0,0,0,0,0
States,North Carolina,2013,26,X,X,X,X,X,X,X,X,X
States,North Dakota,2013,26,X,X,X,X,X,X,X,X,X
States,Ohio,2013,26,X,X,X,X,X,X,X,X,X
States,Oklahoma,2013,26,43,0,0,0,0,0,0,0,0
States,Oregon,2013,26,X,X,X,X,X,X,X,X,X
States,Pennsylvania,2013,26,90,0,0,0,0,0,0,0,0
States,Rhode Island,2013,26,X,X,X,X,X,X,X,X,X
States,South Carolina,2013,26,X,X,X,X,X,X,X,X,X
States,South Dakota,2013,26,25,0,0,0,0,0,0,0,0
States,Tennessee,2013,26,X,X,X,X,X,X,X,X,X
States,Texas,2013,26,402,0.25,0,0,0,1,0,0,0
States,Utah,2013,26,195,0.51,1,0,0,0,0,0,0
States,Vermont,2013,26,X,X,X,X,X,X,X,X,X
States,Virginia,2013,26,10,0,0,0,0,0,0,0,0
States,Washington,2013,26,134,0,0,0,0,0,0,0,0
States,West Virginia,2013,26,113,0,0,0,0,0,0,0,0
States,Wisconsin,2013,26,25,12,1,0,0,2,0,0,0
States,Wyoming,2013,26,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2013,26,31,90.32,28,0,0,0,0,0,0
States,Virgin Islands,2013,26,X,X,X,X,X,X,X,X,X
States,New York City,2013,26,X,X,X,X,X,X,X,X,X
States,Alabama,2013,27,31,0,0,0,0,0,0,0,0
States,Alaska,2013,27,19,21.05,3,0,1,0,0,0,0
States,Arizona,2013,27,29,0,0,0,0,0,0,0,0
States,Arkansas,2013,27,13,0,0,0,0,0,0,0,0
States,California,2013,27,137,0,0,0,0,0,0,0,0
States,Colorado,2013,27,80,0,0,0,0,0,0,0,0
States,Connecticut,2013,27,77,0,0,0,0,0,0,0,0
States,Delaware,2013,27,X,X,X,X,X,X,X,X,X
States,District of Columbia,2013,27,X,X,X,X,X,X,X,X,X
States,Florida,2013,27,X,X,X,X,X,X,X,X,X
States,Georgia,2013,27,103,2.91,0,0,0,2,0,1,0
States,Hawaii,2013,27,227,11.45,0,0,6,1,0,19,0
States,Idaho,2013,27,X,X,X,X,X,X,X,X,X
States,Illinois,2013,27,23,4.35,0,0,0,1,0,0,0
States,Indiana,2013,27,69,8.7,2,0,0,0,0,0,4
States,Iowa,2013,27,X,X,X,X,X,X,X,X,X
States,Kansas,2013,27,X,X,X,X,X,X,X,X,X
States,Kentucky,2013,27,15,0,0,0,0,0,0,0,0
States,Louisiana,2013,27,X,X,X,X,X,X,X,X,X
States,Maine,2013,27,X,X,X,X,X,X,X,X,X
States,Maryland,2013,27,25,0,0,0,0,0,0,0,0
States,Massachusetts,2013,27,X,X,X,X,X,X,X,X,X
States,Michigan,2013,27,X,X,X,X,X,X,X,X,X
States,Minnesota,2013,27,74,0,0,0,0,0,0,0,0
States,Mississippi,2013,27,X,X,X,X,X,X,X,X,X
States,Missouri,2013,27,153,0,0,0,0,0,0,0,0
States,Montana,2013,27,22,0,0,0,0,0,0,0,0
States,Nebraska,2013,27,13,0,0,0,0,0,0,0,0
States,Nevada,2013,27,X,X,X,X,X,X,X,X,X
States,New Hampshire,2013,27,X,X,X,X,X,X,X,X,X
States,New Jersey,2013,27,X,X,X,X,X,X,X,X,X
States,New Mexico,2013,27,X,X,X,X,X,X,X,X,X
States,New York,2013,27,289,0.35,1,0,0,0,0,0,0
States,North Carolina,2013,27,X,X,X,X,X,X,X,X,X
States,North Dakota,2013,27,X,X,X,X,X,X,X,X,X
States,Ohio,2013,27,X,X,X,X,X,X,X,X,X
States,Oklahoma,2013,27,28,0,0,0,0,0,0,0,0
States,Oregon,2013,27,X,X,X,X,X,X,X,X,X
States,Pennsylvania,2013,27,86,0,0,0,0,0,0,0,0
States,Rhode Island,2013,27,X,X,X,X,X,X,X,X,X
States,South Carolina,2013,27,X,X,X,X,X,X,X,X,X
States,South Dakota,2013,27,28,0,0,0,0,0,0,0,0
States,Tennessee,2013,27,12,0,0,0,0,0,0,0,0
States,Texas,2013,27,210,0.95,0,0,2,0,0,0,0
States,Utah,2013,27,168,2.38,0,0,4,0,0,0,0
States,Vermont,2013,27,X,X,X,X,X,X,X,X,X
States,Virginia,2013,27,X,X,X,X,X,X,X,X,X
States,Washington,2013,27,110,0,0,0,0,0,0,0,0
States,West Virginia,2013,27,125,0,0,0,0,0,0,0,0
States,Wisconsin,2013,27,20,0,0,0,0,0,0,0,0
States,Wyoming,2013,27,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2013,27,X,X,X,X,X,X,X,X,X
States,Virgin Islands,2013,27,X,X,X,X,X,X,X,X,X
States,New York City,2013,27,X,X,X,X,X,X,X,X,X
States,Alabama,2013,28,44,0,0,0,0,0,0,0,0
States,Alaska,2013,28,27,33.33,7,0,1,0,0,1,0
States,Arizona,2013,28,25,0,0,0,0,0,0,0,0
States,Arkansas,2013,28,X,X,X,X,X,X,X,X,X
States,California,2013,28,167,1.2,0,0,0,2,0,0,0
States,Colorado,2013,28,84,1.19,0,0,1,0,0,0,0
States,Connecticut,2013,28,98,1.02,0,0,0,1,0,0,0
States,Delaware,2013,28,X,X,X,X,X,X,X,X,X
States,District of Columbia,2013,28,X,X,X,X,X,X,X,X,X
States,Florida,2013,28,X,X,X,X,X,X,X,X,X
States,Georgia,2013,28,108,0.93,0,0,0,1,0,0,0
States,Hawaii,2013,28,205,16.59,0,0,22,2,0,10,0
States,Idaho,2013,28,X,X,X,X,X,X,X,X,X
States,Illinois,2013,28,29,0,0,0,0,0,0,0,0
States,Indiana,2013,28,45,0,0,0,0,0,0,0,0
States,Iowa,2013,28,X,X,X,X,X,X,X,X,X
States,Kansas,2013,28,X,X,X,X,X,X,X,X,X
States,Kentucky,2013,28,22,0,0,0,0,0,0,0,0
States,Louisiana,2013,28,X,X,X,X,X,X,X,X,X
States,Maine,2013,28,X,X,X,X,X,X,X,X,X
States,Maryland,2013,28,11,0,0,0,0,0,0,0,0
States,Massachusetts,2013,28,X,X,X,X,X,X,X,X,X
States,Michigan,2013,28,X,X,X,X,X,X,X,X,X
States,Minnesota,2013,28,55,1.82,0,0,1,0,0,0,0
States,Mississippi,2013,28,X,X,X,X,X,X,X,X,X
States,Missouri,2013,28,174,0.57,1,0,0,0,0,0,0
States,Montana,2013,28,22,9.09,2,0,0,0,0,0,0
States,Nebraska,2013,28,14,0,0,0,0,0,0,0,0
States,Nevada,2013,28,X,X,X,X,X,X,X,X,X
States,New Hampshire,2013,28,X,X,X,X,X,X,X,X,X
States,New Jersey,2013,28,X,X,X,X,X,X,X,X,X
States,New Mexico,2013,28,X,X,X,X,X,X,X,X,X
States,New York,2013,28,288,0,0,0,0,0,0,0,0
States,North Carolina,2013,28,X,X,X,X,X,X,X,X,X
States,North Dakota,2013,28,X,X,X,X,X,X,X,X,X
States,Ohio,2013,28,X,X,X,X,X,X,X,X,X
States,Oklahoma,2013,28,36,0,0,0,0,0,0,0,0
States,Oregon,2013,28,X,X,X,X,X,X,X,X,X
States,Pennsylvania,2013,28,88,0,0,0,0,0,0,0,0
States,Rhode Island,2013,28,X,X,X,X,X,X,X,X,X
States,South Carolina,2013,28,X,X,X,X,X,X,X,X,X
States,South Dakota,2013,28,24,0,0,0,0,0,0,0,0
States,Tennessee,2013,28,X,X,X,X,X,X,X,X,X
States,Texas,2013,28,224,0.89,0,0,1,0,0,1,0
States,Utah,2013,28,168,0,0,0,0,0,0,0,0
States,Vermont,2013,28,X,X,X,X,X,X,X,X,X
States,Virginia,2013,28,14,0,0,0,0,0,0,0,0
States,Washington,2013,28,118,0.85,1,0,0,0,0,0,0
States,West Virginia,2013,28,97,0,0,0,0,0,0,0,0
States,Wisconsin,2013,28,26,0,0,0,0,0,0,0,0
States,Wyoming,2013,28,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2013,28,14,85.71,11,0,1,0,0,0,0
States,Virgin Islands,2013,28,X,X,X,X,X,X,X,X,X
States,New York City,2013,28,X,X,X,X,X,X,X,X,X
States,Alabama,2013,29,40,0,0,0,0,0,0,0,0
States,Alaska,2013,29,23,17.39,3,0,1,0,0,0,0
States,Arizona,2013,29,27,3.7,1,0,0,0,0,0,0
States,Arkansas,2013,29,11,0,0,0,0,0,0,0,0
States,California,2013,29,147,0.68,1,0,0,0,0,0,0
States,Colorado,2013,29,83,1.2,0,0,1,0,0,0,0
States,Connecticut,2013,29,92,0,0,0,0,0,0,0,0
States,Delaware,2013,29,11,0,0,0,0,0,0,0,0
States,District of Columbia,2013,29,X,X,X,X,X,X,X,X,X
States,Florida,2013,29,X,X,X,X,X,X,X,X,X
States,Georgia,2013,29,136,0.74,0,0,1,0,0,0,0
States,Hawaii,2013,29,168,4.76,1,0,1,1,0,5,0
States,Idaho,2013,29,X,X,X,X,X,X,X,X,X
States,Illinois,2013,29,19,0,0,0,0,0,0,0,0
States,Indiana,2013,29,43,4.65,1,0,0,0,0,0,1
States,Iowa,2013,29,X,X,X,X,X,X,X,X,X
States,Kansas,2013,29,X,X,X,X,X,X,X,X,X
States,Kentucky,2013,29,18,0,0,0,0,0,0,0,0
States,Louisiana,2013,29,X,X,X,X,X,X,X,X,X
States,Maine,2013,29,X,X,X,X,X,X,X,X,X
States,Maryland,2013,29,X,X,X,X,X,X,X,X,X
States,Massachusetts,2013,29,X,X,X,X,X,X,X,X,X
States,Michigan,2013,29,X,X,X,X,X,X,X,X,X
States,Minnesota,2013,29,39,0,0,0,0,0,0,0,0
States,Mississippi,2013,29,X,X,X,X,X,X,X,X,X
States,Missouri,2013,29,175,0,0,0,0,0,0,0,0
States,Montana,2013,29,14,0,0,0,0,0,0,0,0
States,Nebraska,2013,29,21,0,0,0,0,0,0,0,0
States,Nevada,2013,29,X,X,X,X,X,X,X,X,X
States,New Hampshire,2013,29,X,X,X,X,X,X,X,X,X
States,New Jersey,2013,29,X,X,X,X,X,X,X,X,X
States,New Mexico,2013,29,X,X,X,X,X,X,X,X,X
States,New York,2013,29,236,0.42,1,0,0,0,0,0,0
States,North Carolina,2013,29,X,X,X,X,X,X,X,X,X
States,North Dakota,2013,29,X,X,X,X,X,X,X,X,X
States,Ohio,2013,29,X,X,X,X,X,X,X,X,X
States,Oklahoma,2013,29,39,0,0,0,0,0,0,0,0
States,Oregon,2013,29,13,0,0,0,0,0,0,0,0
States,Pennsylvania,2013,29,87,0,0,0,0,0,0,0,0
States,Rhode Island,2013,29,X,X,X,X,X,X,X,X,X
States,South Carolina,2013,29,X,X,X,X,X,X,X,X,X
States,South Dakota,2013,29,17,0,0,0,0,0,0,0,0
States,Tennessee,2013,29,X,X,X,X,X,X,X,X,X
States,Texas,2013,29,170,1.18,0,0,0,0,0,2,0
States,Utah,2013,29,194,0.52,0,0,1,0,0,0,0
States,Vermont,2013,29,X,X,X,X,X,X,X,X,X
States,Virginia,2013,29,27,0,0,0,0,0,0,0,0
States,Washington,2013,29,114,0.88,1,0,0,0,0,0,0
States,West Virginia,2013,29,116,6.9,0,0,8,0,0,0,0
States,Wisconsin,2013,29,27,0,0,0,0,0,0,0,0
States,Wyoming,2013,29,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2013,29,11,100,11,0,0,0,0,0,0
States,Virgin Islands,2013,29,X,X,X,X,X,X,X,X,X
States,New York City,2013,29,X,X,X,X,X,X,X,X,X
States,Alabama,2013,30,31,0,0,0,0,0,0,0,0
States,Alaska,2013,30,21,33.33,5,0,2,0,0,0,0
States,Arizona,2013,30,30,0,0,0,0,0,0,0,0
States,Arkansas,2013,30,18,0,0,0,0,0,0,0,0
States,California,2013,30,136,0.74,1,0,0,0,0,0,0
States,Colorado,2013,30,71,1.41,1,0,0,0,0,0,0
States,Connecticut,2013,30,82,0,0,0,0,0,0,0,0
States,Delaware,2013,30,X,X,X,X,X,X,X,X,X
States,District of Columbia,2013,30,X,X,X,X,X,X,X,X,X
States,Florida,2013,30,X,X,X,X,X,X,X,X,X
States,Georgia,2013,30,142,0.7,0,0,0,0,0,1,0
States,Hawaii,2013,30,113,6.19,0,0,0,0,0,7,0
States,Idaho,2013,30,X,X,X,X,X,X,X,X,X
States,Illinois,2013,30,22,0,0,0,0,0,0,0,0
States,Indiana,2013,30,53,0,0,0,0,0,0,0,0
States,Iowa,2013,30,X,X,X,X,X,X,X,X,X
States,Kansas,2013,30,X,X,X,X,X,X,X,X,X
States,Kentucky,2013,30,23,0,0,0,0,0,0,0,0
States,Louisiana,2013,30,X,X,X,X,X,X,X,X,X
States,Maine,2013,30,X,X,X,X,X,X,X,X,X
States,Maryland,2013,30,X,X,X,X,X,X,X,X,X
States,Massachusetts,2013,30,X,X,X,X,X,X,X,X,X
States,Michigan,2013,30,X,X,X,X,X,X,X,X,X
States,Minnesota,2013,30,51,1.96,0,0,1,0,0,0,0
States,Mississippi,2013,30,X,X,X,X,X,X,X,X,X
States,Missouri,2013,30,161,0,0,0,0,0,0,0,0
States,Montana,2013,30,18,0,0,0,0,0,0,0,0
States,Nebraska,2013,30,X,X,X,X,X,X,X,X,X
States,Nevada,2013,30,X,X,X,X,X,X,X,X,X
States,New Hampshire,2013,30,X,X,X,X,X,X,X,X,X
States,New Jersey,2013,30,X,X,X,X,X,X,X,X,X
States,New Mexico,2013,30,X,X,X,X,X,X,X,X,X
States,New York,2013,30,288,0.35,0,0,0,1,0,0,0
States,North Carolina,2013,30,12,8.33,1,0,0,0,0,0,0
States,North Dakota,2013,30,X,X,X,X,X,X,X,X,X
States,Ohio,2013,30,X,X,X,X,X,X,X,X,X
States,Oklahoma,2013,30,31,0,0,0,0,0,0,0,0
States,Oregon,2013,30,20,0,0,0,0,0,0,0,0
States,Pennsylvania,2013,30,82,0,0,0,0,0,0,0,0
States,Rhode Island,2013,30,X,X,X,X,X,X,X,X,X
States,South Carolina,2013,30,X,X,X,X,X,X,X,X,X
States,South Dakota,2013,30,26,0,0,0,0,0,0,0,0
States,Tennessee,2013,30,X,X,X,X,X,X,X,X,X
States,Texas,2013,30,138,1.45,2,0,0,0,0,0,0
States,Utah,2013,30,159,0,0,0,0,0,0,0,0
States,Vermont,2013,30,X,X,X,X,X,X,X,X,X
States,Virginia,2013,30,21,4.76,0,0,1,0,0,0,0
States,Washington,2013,30,135,0,0,0,0,0,0,0,0
States,West Virginia,2013,30,110,3.64,0,0,4,0,0,0,0
States,Wisconsin,2013,30,19,0,0,0,0,0,0,0,0
States,Wyoming,2013,30,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2013,30,X,X,X,X,X,X,X,X,X
States,Virgin Islands,2013,30,X,X,X,X,X,X,X,X,X
States,New York City,2013,30,X,X,X,X,X,X,X,X,X
States,Alabama,2013,31,29,0,0,0,0,0,0,0,0
States,Alaska,2013,31,28,17.86,4,0,1,0,0,0,0
States,Arizona,2013,31,25,0,0,0,0,0,0,0,0
States,Arkansas,2013,31,26,26.92,0,0,7,0,0,0,0
States,California,2013,31,168,0,0,0,0,0,0,0,0
States,Colorado,2013,31,74,0,0,0,0,0,0,0,0
States,Connecticut,2013,31,71,0,0,0,0,0,0,0,0
States,Delaware,2013,31,X,X,X,X,X,X,X,X,X
States,District of Columbia,2013,31,X,X,X,X,X,X,X,X,X
States,Florida,2013,31,X,X,X,X,X,X,X,X,X
States,Georgia,2013,31,116,0.86,0,0,1,0,0,0,0
States,Hawaii,2013,31,145,11.72,2,0,1,1,0,13,0
States,Idaho,2013,31,X,X,X,X,X,X,X,X,X
States,Illinois,2013,31,17,5.88,0,0,0,0,0,0,1
States,Indiana,2013,31,45,2.22,0,0,0,0,0,0,1
States,Iowa,2013,31,X,X,X,X,X,X,X,X,X
States,Kansas,2013,31,X,X,X,X,X,X,X,X,X
States,Kentucky,2013,31,15,0,0,0,0,0,0,0,0
States,Louisiana,2013,31,X,X,X,X,X,X,X,X,X
States,Maine,2013,31,X,X,X,X,X,X,X,X,X
States,Maryland,2013,31,X,X,X,X,X,X,X,X,X
States,Massachusetts,2013,31,X,X,X,X,X,X,X,X,X
States,Michigan,2013,31,X,X,X,X,X,X,X,X,X
States,Minnesota,2013,31,86,0,0,0,0,0,0,0,0
States,Mississippi,2013,31,X,X,X,X,X,X,X,X,X
States,Missouri,2013,31,182,0,0,0,0,0,0,0,0
States,Montana,2013,31,23,0,0,0,0,0,0,0,0
States,Nebraska,2013,31,14,0,0,0,0,0,0,0,0
States,Nevada,2013,31,X,X,X,X,X,X,X,X,X
States,New Hampshire,2013,31,X,X,X,X,X,X,X,X,X
States,New Jersey,2013,31,X,X,X,X,X,X,X,X,X
States,New Mexico,2013,31,X,X,X,X,X,X,X,X,X
States,New York,2013,31,286,0,0,0,0,0,0,0,0
States,North Carolina,2013,31,X,X,X,X,X,X,X,X,X
States,North Dakota,2013,31,X,X,X,X,X,X,X,X,X
States,Ohio,2013,31,X,X,X,X,X,X,X,X,X
States,Oklahoma,2013,31,47,0,0,0,0,0,0,0,0
States,Oregon,2013,31,16,0,0,0,0,0,0,0,0
States,Pennsylvania,2013,31,85,0,0,0,0,0,0,0,0
States,Rhode Island,2013,31,X,X,X,X,X,X,X,X,X
States,South Carolina,2013,31,10,0,0,0,0,0,0,0,0
States,South Dakota,2013,31,20,0,0,0,0,0,0,0,0
States,Tennessee,2013,31,X,X,X,X,X,X,X,X,X
States,Texas,2013,31,200,2.5,0,0,1,2,0,2,0
States,Utah,2013,31,149,0,0,0,0,0,0,0,0
States,Vermont,2013,31,X,X,X,X,X,X,X,X,X
States,Virginia,2013,31,15,0,0,0,0,0,0,0,0
States,Washington,2013,31,138,0.72,0,0,1,0,0,0,0
States,West Virginia,2013,31,83,0,0,0,0,0,0,0,0
States,Wisconsin,2013,31,13,0,0,0,0,0,0,0,0
States,Wyoming,2013,31,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2013,31,12,100,12,0,0,0,0,0,0
States,Virgin Islands,2013,31,X,X,X,X,X,X,X,X,X
States,New York City,2013,31,X,X,X,X,X,X,X,X,X
States,Alabama,2013,32,47,0,0,0,0,0,0,0,0
States,Alaska,2013,32,16,18.75,2,0,1,0,0,0,0
States,Arizona,2013,32,30,0,0,0,0,0,0,0,0
States,Arkansas,2013,32,36,5.56,0,0,2,0,0,0,0
States,California,2013,32,184,2.72,2,0,0,3,0,0,0
States,Colorado,2013,32,83,3.61,1,0,1,0,0,1,0
States,Connecticut,2013,32,82,0,0,0,0,0,0,0,0
States,Delaware,2013,32,X,X,X,X,X,X,X,X,X
States,District of Columbia,2013,32,X,X,X,X,X,X,X,X,X
States,Florida,2013,32,X,X,X,X,X,X,X,X,X
States,Georgia,2013,32,103,1.94,1,0,0,1,0,0,0
States,Hawaii,2013,32,117,7.69,0,0,0,0,0,9,0
States,Idaho,2013,32,X,X,X,X,X,X,X,X,X
States,Illinois,2013,32,16,6.25,1,0,0,0,0,0,0
States,Indiana,2013,32,50,0,0,0,0,0,0,0,0
States,Iowa,2013,32,X,X,X,X,X,X,X,X,X
States,Kansas,2013,32,X,X,X,X,X,X,X,X,X
States,Kentucky,2013,32,18,0,0,0,0,0,0,0,0
States,Louisiana,2013,32,X,X,X,X,X,X,X,X,X
States,Maine,2013,32,X,X,X,X,X,X,X,X,X
States,Maryland,2013,32,11,0,0,0,0,0,0,0,0
States,Massachusetts,2013,32,X,X,X,X,X,X,X,X,X
States,Michigan,2013,32,X,X,X,X,X,X,X,X,X
States,Minnesota,2013,32,52,0,0,0,0,0,0,0,0
States,Mississippi,2013,32,X,X,X,X,X,X,X,X,X
States,Missouri,2013,32,178,0,0,0,0,0,0,0,0
States,Montana,2013,32,24,0,0,0,0,0,0,0,0
States,Nebraska,2013,32,18,0,0,0,0,0,0,0,0
States,Nevada,2013,32,X,X,X,X,X,X,X,X,X
States,New Hampshire,2013,32,X,X,X,X,X,X,X,X,X
States,New Jersey,2013,32,X,X,X,X,X,X,X,X,X
States,New Mexico,2013,32,X,X,X,X,X,X,X,X,X
States,New York,2013,32,291,0,0,0,0,0,0,0,0
States,North Carolina,2013,32,X,X,X,X,X,X,X,X,X
States,North Dakota,2013,32,X,X,X,X,X,X,X,X,X
States,Ohio,2013,32,X,X,X,X,X,X,X,X,X
States,Oklahoma,2013,32,41,0,0,0,0,0,0,0,0
States,Oregon,2013,32,X,X,X,X,X,X,X,X,X
States,Pennsylvania,2013,32,88,0,0,0,0,0,0,0,0
States,Rhode Island,2013,32,X,X,X,X,X,X,X,X,X
States,South Carolina,2013,32,X,X,X,X,X,X,X,X,X
States,South Dakota,2013,32,19,0,0,0,0,0,0,0,0
States,Tennessee,2013,32,X,X,X,X,X,X,X,X,X
States,Texas,2013,32,196,1.02,0,0,2,0,0,0,0
States,Utah,2013,32,160,1.88,2,0,0,1,0,0,0
States,Vermont,2013,32,X,X,X,X,X,X,X,X,X
States,Virginia,2013,32,19,0,0,0,0,0,0,0,0
